"owner_id","treat7","treat8","rand_id","holdout","azavea_section","ever_paid_jul","ever_paid_sep","ever_paid_dec","ever_paid_jul16","paid_full_jul","paid_full_sep","paid_full_dec","paid_full_jul16","total_paid_sep","total_paid_dec","earliest_pmt_dec","earliest_pmt_jul16","total_due","assessed_mv","tenure","x_lon","y_lat","kde","flag_holdout_overlap","N","unq_own"
7233,"Community","Community",393,0,"Northwest Philadelphia",0,1,1,0,0,0,0,0,1623.44,1645.44,2015-09-21,,1578.14,112700,27,-75.1526314163,40.0686590575,1.35885081460324e-05,0,1,1
13143,"Community","Community",138,0,"Northwest Philadelphia",1,1,1,1,1,1,1,1,3129.67,3129.67,2015-06-15,2016-05-06T00:00:00Z,3129.67,223500,5,-75.1726646832,40.0314129164,9.5029422086061e-06,0,1,1
5770,"Community","Community",994,0,"Northwest Philadelphia",0,0,1,1,0,0,1,1,0,491.5,2015-10-13,2016-05-03T00:00:00Z,462.1,63000,33,-75.1589281498,40.045846545,2.42223188102782e-05,0,1,1
1072,"Community","Community",326,0,"Northeast Philadelphia",0,0,0,1,0,0,0,0,0,0,,2016-01-06T00:00:00Z,1820.92,290000,12,-74.9775394037,40.0782630457,2.17473729182787e-06,0,1,1
16300,"Community","Community",1256,0,"Northeast Philadelphia",1,1,1,1,1,1,1,1,71.27,71.27,2015-06-23,2016-03-09T00:00:00Z,71.27,354600,40,-75.0688485798,40.0934596488,5.61677458634571e-07,0,1,1
2026,"Community","Community",1101,0,"North Philadelphia",0,0,0,0,0,0,0,0,0,0,,,317.87,22700,6,-75.1581858278,39.9646175118,5.96585095720729e-06,0,1,1
2510,"Community","Community",1365,0,"Northeast Philadelphia",1,1,1,1,1,1,1,1,41.21,13.74,2015-06-09,2015-06-09T00:00:00Z,13.74,109300,39,-75.0731982125,40.0317919846,7.18977217170188e-06,0,1,1
14081,"Community","Community",1176,0,"Northeast Philadelphia",0,0,1,1,0,0,0,1,0,219.1,2015-12-09,2016-04-04T00:00:00Z,204.44,14600,42,-75.079283931,39.9973667249,6.91601793457124e-06,0,1,1
7373,"Community","Community",465,0,"West Philadelphia",1,1,1,1,1,1,1,1,1363.89,1363.89,2015-06-22,2016-06-20T00:00:00Z,1363.89,97400,11,-75.2417429194,39.9816931136,1.57568757715238e-05,0,1,1
4513,"Community","Community",1016,0,"Northeast Philadelphia",1,1,1,1,1,1,1,0,432.69,432.69,2015-06-16,2016-05-24T00:00:00Z,432.69,60900,36,-75.0777451788,40.0154217963,2.0914976034733e-05,0,1,1
3673,"Community","Community",291,0,"West Philadelphia",0,0,1,1,0,0,1,1,0,2071.13,2015-10-14,2016-02-27T00:00:00Z,1985.63,171800,28,-75.2540641024,39.9814923488,5.49852542439138e-06,0,1,1
5929,"Community","Community",1223,0,"West Philadelphia",0,0,1,0,0,0,1,0,0,116.22,2015-09-30,,116.22,8300,17,-75.208465101,39.9659355918,2.17140005710814e-05,0,1,1
15727,"Community","Community",1027,0,"Northeast Philadelphia",0,0,0,1,0,0,0,1,0,0,,2016-04-13T00:00:00Z,420.09,177900,6,-75.024399544,40.0882932108,7.95523888491997e-07,0,1,1
11257,"Community","Community",1021,0,"West Philadelphia",1,1,1,1,1,1,1,1,431.42,431.42,2015-07-14,2016-05-03T00:00:00Z,425.58,121700,47,-75.227393255,39.9585285726,3.03450593323027e-05,0,1,1
6582,"Community","Community",1300,0,"West Philadelphia",0,1,1,0,0,1,1,0,35.46,35.46,2015-08-19,,35.46,176400,19,-75.2369919219,39.9240270664,1.74225699139845e-05,0,1,1
3607,"Community","Community",1152,0,"West Philadelphia",0,0,1,0,0,0,1,0,0,255.61,2015-10-28,,245.05,47500,14,-75.2328443095,39.9435002713,1.38839830935189e-05,0,1,1
3591,"Community","Community",293,0,"North Philadelphia",1,1,1,0,0,0,1,0,1975.82,2004.18,2015-07-13,,1975.82,141100,9,-75.1272284885,39.9816507345,2.62697408167922e-05,0,1,1
11094,"Community","Community",1247,0,"Northwest Philadelphia",0,0,1,1,0,0,1,1,0,82.63,2015-10-02,2016-04-21T00:00:00Z,82.63,441100,17,-75.1935283182,40.0489547607,4.09603645372147e-06,0,1,1
2678,"Community","Community",1030,0,"Northwest Philadelphia",0,0,0,0,0,0,0,0,0,0,,,417.29,29800,9,-75.1738155986,39.991578891,1.64534994134842e-05,0,1,1
8206,"Community","Community",94,0,"Northwest Philadelphia",1,1,1,1,0,0,0,0,3160.08,3883.19,2015-06-30,2016-04-19T00:00:00Z,4027.26,317600,3,-75.1694883719,39.9985103787,2.93230555300961e-05,0,5,0
19653,"Community","Community",1383,0,"North Philadelphia",0,1,1,1,0,1,1,1,10.09,10.09,2015-09-11,2016-04-25T00:00:00Z,10.09,80200,11,-75.1180473804,40.0233555104,1.77613429694435e-05,0,1,1
17394,"Community","Community",185,0,"Northeast Philadelphia",1,0,1,0,1,0,1,0,0,2765.95,2015-10-21,,2615.76,186800,27,-75.0250763797,40.0928081188,3.3606195800016e-06,0,1,1
20854,"Community","Community",524,0,"North Philadelphia",0,0,0,1,0,0,0,1,0,0,,2016-03-08T00:00:00Z,1225.26,87500,2,-75.0982049103,40.0073236295,9.24984444580108e-06,0,1,1
13348,"Community","Community",757,0,"West Philadelphia",0,0,1,1,0,0,0,1,0,831.08,2015-11-12,2016-04-15T00:00:00Z,796.77,56900,3,-75.2268555472,39.980982519,1.38639404100866e-05,0,1,1
14893,"Community","Community",56,0,"Northwest Philadelphia",0,0,0,0,0,0,0,0,0,0,,,5711.82,407900,13,-75.1801213164,40.0575629525,1.0562201539182e-05,0,1,1
13817,"Community","Community",879,0,"Northwest Philadelphia",0,1,1,1,0,1,1,0,651.51,651.51,2015-08-03,2016-04-20T00:00:00Z,633.33,122700,20,-75.1567447134,40.0630034895,1.40285938006859e-05,0,1,1
10167,"Community","Community",690,0,"South Philadelphia",0,1,1,1,0,1,1,1,919,919,2015-07-28,2016-04-27T00:00:00Z,905.99,64700,27,-75.1819025793,39.927952276,3.38313044732752e-05,0,1,1
19265,"Community","Community",38,0,"West Philadelphia",0,1,1,1,0,1,1,0,7541.02,7541.02,2015-08-13,2016-06-10T00:00:00Z,7330.57,523500,15,-75.2132833937,39.9491924972,7.70716467804551e-06,0,1,1
11224,"Community","Community",832,0,"North Philadelphia",0,0,1,0,0,0,1,0,0,734.43,2015-10-06,,694.55,49600,4,-75.1441128687,39.9963266656,3.29739747143819e-05,0,1,1
6646,"Community","Community",404,0,"North Philadelphia",1,1,1,1,1,1,1,1,1541.55,1541.55,2015-06-24,2016-03-02T00:00:00Z,1541.55,111200,7,-75.1023064279,40.0118337274,1.15939490597363e-05,0,1,1
6970,"Community","Community",1090,0,"North Philadelphia",0,1,1,1,0,1,1,0,338.06,338.06,2015-07-27,2016-07-07T00:00:00Z,333.27,23800,4,-75.1337804914,39.9841818621,2.3444703179874e-05,0,1,1
2227,"Community","Community",1166,0,"West Philadelphia",0,0,0,0,0,0,0,0,0,0,,,218.45,15600,38,-75.2240481698,39.9439991125,1.8576407372243e-05,0,1,1
2125,"Community","Community",337,0,"South Philadelphia",0,0,0,0,0,0,0,0,0,0,,,1769.98,126400,7,-75.1879279361,39.9344211825,3.1997499491251e-05,0,1,1
120,"Community","Community",508,0,"North Philadelphia",0,1,1,0,0,1,1,0,1279.78,1279.78,2015-07-24,,1261.67,90100,9,-75.1380379229,40.0281886,1.90100656036423e-05,0,1,1
20397,"Community","Community",422,0,"Northeast Philadelphia",0,1,1,1,0,1,1,1,1550,1526.93,2015-08-10,2015-08-10T00:00:00Z,1484.32,106000,7,-75.1073433839,40.0255421625,6.00900217945198e-06,0,1,1
14714,"Community","Community",334,0,"Northeast Philadelphia",0,1,1,1,0,1,1,1,1833.76,1833.76,2015-08-28,2016-04-12T00:00:00Z,1782.58,127300,15,-75.0355767267,40.031216659,1.1533837386849e-05,0,1,1
9620,"Community","Community",1318,0,"Northwest Philadelphia",1,1,1,1,1,1,1,1,28,28,2015-06-08,2016-02-22T00:00:00Z,27.95,199600,10,-75.182378987,40.0498132499,1.22675006977433e-05,0,1,1
15258,"Community","Community",469,0,"West Philadelphia",0,0,1,1,0,0,1,0,0,1469.78,2015-12-28,2015-12-28T00:00:00Z,1353.23,97700,11,-75.2282199469,39.9835889069,1.19709117018555e-05,0,1,1
16517,"Community","Community",304,0,"West Philadelphia",0,1,1,1,0,1,1,1,1979.25,1979.25,2015-08-13,2016-03-31T00:00:00Z,1924.01,137400,1,-75.2649345924,39.9753501133,4.98891791799589e-06,0,1,1
11332,"Community","Community",608,0,"Northeast Philadelphia",1,1,1,0,1,1,1,0,1058.63,1058.63,2015-06-11,,1058.63,75600,13,-75.078075444,40.0056069929,8.57242114066008e-06,0,1,1
8451,"Community","Community",352,0,"Northeast Philadelphia",1,1,1,1,1,1,1,1,1710.68,1710.68,2015-06-16,2016-01-13T00:00:00Z,1710.68,123400,16,-75.0419091041,40.0348322417,8.26170518201817e-06,0,1,1
19729,"Community","Community",668,0,"South Philadelphia",0,1,1,1,0,1,1,1,972.34,972.34,2015-08-12,2016-03-02T00:00:00Z,945.2,67500,2,-75.1834431376,39.9263515733,3.38313044732752e-05,0,1,1
14045,"Community","Community",468,0,"North Philadelphia",1,1,1,1,0,1,1,1,2420.8,1387.88,2015-07-13,2015-08-25T00:00:00Z,1354.96,252700,8,-75.1329841193,39.9744160621,1.66390519668132e-05,0,1,1
17213,"Community","Community",391,0,"Northeast Philadelphia",0,0,0,1,0,0,0,1,0,0,,2016-05-24T00:00:00Z,1583.74,113100,10,-75.0562039153,40.0269405542,1.08256673654655e-05,0,1,1
21339,"Community","Community",778,0,"West Philadelphia",0,0,0,0,0,0,0,0,0,0,,,767.36,54800,12,-75.2279018104,39.942427452,3.19279693558559e-05,0,1,1
1177,"Community","Community",1190,0,"Northwest Philadelphia",0,0,0,1,0,0,0,1,0,0,,2016-03-28T00:00:00Z,177.73,177500,11,-75.1805152892,40.0718151828,7.83264505339905e-06,0,1,1
4107,"Community","Community",1291,0,"West Philadelphia",0,1,1,1,0,1,1,1,40.58,40.58,2015-08-03,2016-02-22T00:00:00Z,39.45,281700,5,-75.2096143379,39.9520876439,6.07635693029142e-06,0,1,1
5255,"Community","Community",584,0,"West Philadelphia",0,0,0,1,0,0,0,1,0,0,,2016-06-07T00:00:00Z,1099.24,78500,8,-75.2349237976,39.9522434837,3.53133821739039e-05,0,1,1
13532,"Community","Community",1380,0,"West Philadelphia",1,1,1,1,1,1,1,1,10.78,10.78,2015-07-03,2016-04-29T00:00:00Z,10.63,120700,10,-75.2134776394,39.962381092,1.1007962872242e-05,0,1,1
19361,"Community","Community",1020,0,"West Philadelphia",0,1,1,0,0,0,0,0,427.09,427.09,2015-09-14,,427.09,60500,28,-75.2249575774,39.9687110597,2.22745398055535e-05,0,1,1
16430,"Community","Community",1123,0,"West Philadelphia",0,0,1,1,0,0,1,0,0,303.04,2015-10-15,2016-03-14T00:00:00Z,290.53,50900,35,-75.2277559442,39.9374852397,2.89213764445487e-05,0,1,1
2383,"Community","Community",88,0,"West Philadelphia",0,1,1,0,0,1,1,0,4351.08,4351.08,2015-08-06,,4229.66,306700,6,-75.2397144106,39.9718009905,2.44127016518201e-05,0,4,0
12712,"Community","Community",440,0,"Northeast Philadelphia",0,1,1,1,0,1,1,1,1472.19,1472.19,2015-08-25,2016-01-22T00:00:00Z,1431.11,102200,16,-75.0841521,40.061009,3.74563528652348e-06,0,1,1
13251,"Community","Community",1019,0,"Northwest Philadelphia",1,1,1,0,0,1,1,0,431.19,431.19,2015-06-30,,428.49,60600,34,-75.1545096637,40.0141539719,2.2620333092184e-05,0,1,1
1244,"Community","Community",772,0,"West Philadelphia",0,0,0,1,0,0,0,1,0,0,,2016-04-11T00:00:00Z,772.97,55200,18,-75.2451433195,39.9560599764,3.01546390396732e-05,0,1,1
18780,"Community","Community",119,0,"South Philadelphia",1,1,1,1,1,1,1,1,3465.74,3465.74,2015-06-08,2016-02-29T00:00:00Z,3465.74,247500,8,-75.1948507719,39.9278057194,3.95753840396573e-06,0,1,1
4327,"Community","Community",1368,0,"Northeast Philadelphia",1,1,1,1,1,1,1,1,852.41,852.41,2015-07-09,2016-04-01T00:00:00Z,840.35,150300,7,-75.0488423972,40.0218182088,1.52387790902161e-05,1,2,0
14708,"Community","Community",1218,0,"Northwest Philadelphia",0,0,1,0,0,0,1,0,0,133.57,2015-11-03,,124.63,8900,5,-75.1645885863,40.0202857288,6.21358514596866e-06,0,1,1
5365,"Community","Community",906,0,"Northeast Philadelphia",1,1,1,1,0,1,1,1,1065.36,1065.36,2015-06-04,2016-04-15T00:00:00Z,593.17,128700,19,-75.0579047525,40.0425529406,4.43277505033339e-06,0,1,1
16964,"Community","Community",1133,0,"North Philadelphia",0,1,1,1,0,1,1,1,290.66,290.66,2015-09-02,2016-04-28T00:00:00Z,278.66,49900,9,-75.134985668,40.0010615746,2.52670545493914e-05,0,1,1
861,"Community","Community",848,0,"North Philadelphia",0,0,0,0,0,0,0,0,0,0,,,674.94,48200,7,-75.1431562934,40.007268618,2.57629966066851e-05,0,1,1
3821,"Community","Community",590,0,"West Philadelphia",1,1,1,1,1,1,1,1,1088.03,1088.03,2015-07-20,2016-03-30T00:00:00Z,1088.03,77700,8,-75.2355515749,39.9566801706,3.28992343385547e-05,0,1,1
21194,"Community","Community",346,0,"Northwest Philadelphia",0,1,1,0,0,0,1,0,1783.34,1783.34,2015-09-21,,1733.57,153800,15,-75.1744599205,40.0549172045,5.69505765684815e-06,0,1,1
4518,"Community","Community",774,0,"West Philadelphia",1,1,1,1,0,1,1,1,782.64,782.64,2015-07-17,2015-12-28T00:00:00Z,771.57,55100,3,-75.2288347557,39.9616459644,3.2433500062233e-05,0,1,1
381,"Community","Community",718,0,"West Philadelphia",0,0,1,0,0,0,1,0,0,893.89,2015-10-01,,856.98,61200,4,-75.229786532,39.917062057,1.54400107433723e-05,0,1,1
18689,"Community","Community",695,0,"North Philadelphia",0,1,1,1,0,1,1,1,909.06,909.06,2015-07-29,2016-03-18T00:00:00Z,896.19,64000,8,-75.1318002843,39.9800214902,2.0711773648387e-05,0,1,1
2932,"Community","Community",543,0,"West Philadelphia",0,1,1,1,0,0,1,1,500,1227.21,2015-08-11,2016-03-07T00:00:00Z,1181.85,84400,8,-75.203374883,39.9647689538,1.93650433310162e-05,0,1,1
19750,"Community","Community",536,0,"Northeast Philadelphia",1,1,1,1,0,1,1,1,1200,1200,2015-06-26,2016-04-04T00:00:00Z,1200.06,85700,24,-75.1002275616,40.0402107821,5.8163343469008e-06,0,1,1
3585,"Community","Community",1125,0,"North Philadelphia",0,1,1,1,0,0,0,1,37.09,148.36,2015-09-02,2016-01-25T00:00:00Z,288.46,50600,4,-75.1238665167,40.001536576,2.90261355367761e-05,0,1,1
1722,"Community","Community",1093,0,"North Philadelphia",0,1,1,1,0,0,1,1,200,344.18,2015-09-11,2016-05-27T00:00:00Z,329.97,61400,41,-75.1075867162,39.9963729875,2.62745979378768e-05,0,1,1
9851,"Community","Community",741,0,"West Philadelphia",1,1,1,1,0,1,1,1,820.58,820.58,2015-06-17,2016-05-18T00:00:00Z,820.58,58600,19,-75.2214680106,39.9626413091,2.87253081738064e-05,0,1,1
6177,"Community","Community",126,0,"South Philadelphia",0,1,1,1,0,0,0,0,854.36,3417.44,2015-09-15,2016-05-18T00:00:00Z,3322.13,274600,15,-75.178377527,39.9121048958,5.72619643650501e-06,0,1,1
13030,"Community","Community",829,0,"South Philadelphia",0,1,1,0,0,0,1,0,668.66,718.81,2015-08-24,,698.75,79900,19,-75.1691513509,39.9296234331,2.8845370237892e-05,0,1,1
15200,"Community","Community",1098,0,"Northwest Philadelphia",0,0,0,0,0,0,0,0,0,0,,,322.07,23000,17,-75.1854961168,39.9927028999,9.83444557905118e-06,0,1,1
10396,"Community","Community",1207,0,"North Philadelphia",1,1,1,1,0,1,1,1,287.65,287.65,2015-06-03,2016-02-02T00:00:00Z,144.66,50400,27,-75.1363375534,40.014956068,2.39195168467986e-05,0,1,1
5122,"Community","Community",1075,0,"Northwest Philadelphia",1,1,1,0,1,1,1,0,353.66,353.66,2015-06-10,,353.66,64100,26,-75.1581029161,40.0089241847,2.21986256646147e-05,0,1,1
19682,"Community","Community",273,0,"North Philadelphia",0,0,1,1,0,0,1,0,0,2218.06,2015-11-17,2016-05-03T00:00:00Z,2069.53,179300,17,-75.1283526992,40.047775594,8.00159403604124e-06,0,1,1
3890,"Community","Community",87,0,"Northwest Philadelphia",0,0,1,1,0,0,1,0,0,7018.96,2015-12-22,2016-06-10T00:00:00Z,6462.38,461500,10,-75.1680514444,40.04274046,1.40431449386923e-05,1,3,0
7720,"Community","Community",839,0,"North Philadelphia",0,0,1,0,0,0,1,0,0,706,2015-10-01,,686.15,49000,35,-75.119771876,39.9913974949,2.56679531845162e-05,0,1,1
1438,"Community","Community",1102,0,"Northeast Philadelphia",0,0,1,0,0,0,1,0,0,330.09,2015-10-21,,316.47,22600,7,-75.078238954,40.0314703631,7.18977217170188e-06,0,1,1
1643,"Community","Community",648,0,"West Philadelphia",0,0,0,0,0,0,0,0,0,0,,,981.61,70100,7,-75.2263273917,39.9514232854,2.99613698627543e-05,0,1,1
16035,"Community","Community",986,0,"South Philadelphia",0,0,1,0,0,0,1,0,0,510.27,2015-11-13,,476.1,64000,10,-75.1980082764,39.9377279287,8.76100245273981e-06,0,1,1
9692,"Community","Community",1211,0,"West Philadelphia",0,1,1,1,0,1,1,1,142.61,142.61,2015-08-05,2016-03-24T00:00:00Z,138.63,39900,61,-75.2139831312,39.942337269,1.84953537136509e-05,0,1,1
11680,"Community","Community",354,0,"North Philadelphia",0,1,1,1,0,1,1,1,1776.94,1776.94,2015-09-14,2016-02-25T00:00:00Z,1703.58,122900,9,-75.1283354404,39.9788302875,2.0711773648387e-05,0,1,1
11346,"Community","Community",1141,0,"Northwest Philadelphia",1,1,1,1,0,1,1,1,269.6,269.6,2015-06-11,2016-02-02T00:00:00Z,264.99,34000,50,-75.1692709276,39.9973130586,2.93899133742466e-05,0,1,1
11589,"Community","Community",585,0,"West Philadelphia",1,1,1,1,1,1,1,1,1113.59,1113.59,2015-07-09,2016-02-11T00:00:00Z,1097.84,78400,26,-75.2343543597,39.9551274076,3.28992343385547e-05,0,1,1
15619,"Community","Community",78,0,"Northeast Philadelphia",1,1,1,1,1,1,1,1,4598.7,4598.7,2015-06-23,2016-02-24T00:00:00Z,4598.7,330900,17,-75.0523999232,40.0739948434,4.14210108425538e-06,0,2,0
3039,"Community","Community",129,0,"West Philadelphia",1,1,1,1,0,1,1,1,6382.79,3308.44,2015-07-13,2015-09-02T00:00:00Z,3261.62,265300,2,-75.2079440799,39.947716554,7.07170706262059e-06,0,1,1
17166,"Community","Community",796,0,"Northwest Philadelphia",0,0,0,0,0,0,0,0,0,0,,,737.96,52700,52,-75.1674772198,39.9970538216,2.93899133742466e-05,0,1,1
6311,"Community","Community",1364,0,"Northwest Philadelphia",0,0,1,1,0,0,1,0,0,14.05,2015-12-01,2016-04-07T00:00:00Z,14.05,69900,14,-75.1617445139,40.0389033588,1.29289521030478e-05,0,1,1
21337,"Community","Community",1213,0,"West Philadelphia",0,0,0,0,0,0,0,0,0,0,,,133.03,39500,12,-75.198354188,39.96471866,1.40861601943102e-05,0,1,1
12344,"Community","Community",1253,0,"West Philadelphia",1,1,1,1,1,1,1,1,76,76,2015-07-17,2016-01-14T00:00:00Z,74.53,57900,9,-75.2232481043,39.9669766648,2.22745398055535e-05,0,1,1
14274,"Community","Community",238,0,"Northwest Philadelphia",1,1,1,0,1,1,1,0,2257.28,2257.28,2015-06-23,,2257.28,161200,33,-75.1747040499,40.0245084959,1.05140065603358e-05,0,1,1
14561,"Community","Community",1298,0,"Northeast Philadelphia",1,1,1,1,1,1,1,1,36.08,36.08,2015-06-10,2016-03-31T00:00:00Z,36.08,179500,13,-75.0518026823,40.0415017667,3.41833619060756e-06,0,1,1
11598,"Community","Community",1063,0,"North Philadelphia",0,0,1,1,0,0,1,1,0,386.47,2015-10-13,2016-02-29T00:00:00Z,370.52,264600,4,-75.1499602628,39.9652131352,7.85146273214767e-06,0,1,1
16863,"Community","Community",182,0,"Center City",0,0,1,0,0,0,0,0,0,2715.34,2015-10-01,,2639.57,188500,7,-75.1770079381,39.9402222066,2.26456078450534e-05,0,1,1
19149,"Community","Community",591,0,"West Philadelphia",0,0,0,1,0,0,0,1,0,0,,2016-04-04T00:00:00Z,1086.63,77600,15,-75.2405718145,39.9116392743,8.9530330591408e-06,0,1,1
9856,"Community","Community",1199,0,"Northwest Philadelphia",0,1,1,0,0,0,0,0,150,150,2015-09-04,,157.56,48500,30,-75.1702163922,40.0013152682,3.09395248906572e-05,0,1,1
16914,"Community","Community",609,0,"Northeast Philadelphia",1,1,1,0,1,1,1,0,1057.23,1057.23,2015-06-19,,1057.23,105500,4,-75.0304127409,40.0734715298,1.57011656048708e-06,0,1,1
4193,"Community","Community",737,0,"West Philadelphia",0,0,0,0,0,0,0,0,0,0,,,827.58,59100,6,-75.2363282408,39.9594959161,3.28992343385547e-05,0,1,1
20357,"Community","Community",907,0,"Northeast Philadelphia",1,1,1,1,1,1,1,1,590.67,590.67,2015-06-30,2016-03-28T00:00:00Z,590.67,75100,6,-75.0767985341,40.0202030275,1.44130896000479e-05,0,1,1
7614,"Community","Community",1382,0,"West Philadelphia",1,1,1,1,1,1,1,1,10.33,10.33,2015-06-09,2015-06-09T00:00:00Z,10.33,81400,48,-75.2388717049,39.9884097853,9.40909016738717e-06,0,1,1
19099,"Community","Community",410,0,"Northwest Philadelphia",0,1,1,1,0,0,1,0,850.47,1600.5,2015-08-10,2016-03-23T00:00:00Z,1524.93,108900,24,-75.1793536661,40.0467054939,1.59404469733816e-05,0,1,1
10204,"Community","Community",113,0,"South Philadelphia",0,0,0,0,0,0,0,0,0,0,,,3580.57,255700,15,-75.1585813297,39.9347358767,1.76404645469644e-05,0,1,1
15250,"Community","Community",883,0,"Northwest Philadelphia",1,1,1,1,1,1,1,0,627.33,627.33,2015-06-12,2016-07-11T00:00:00Z,627.33,44800,12,-75.1730635785,40.001378102,2.57120314587936e-05,0,1,1
10634,"Community","Community",161,0,"West Philadelphia",0,1,1,0,0,1,1,0,6012.34,6012.34,2015-07-22,,5842.06,417200,38,-75.2280979168,39.9745227638,1.6995529209296e-05,1,3,0
714,"Community","Community",1163,0,"West Philadelphia",0,0,0,1,0,0,0,1,0,0,,2016-02-22T00:00:00Z,224.05,46000,24,-75.231377087,39.9332469801,2.89213764445487e-05,0,1,1
2541,"Community","Community",432,0,"Northwest Philadelphia",0,0,1,1,0,0,1,1,0,1516.1,2015-10-05,2016-03-05T00:00:00Z,1453.51,133800,10,-75.1748316725,40.0535425022,8.86495232855841e-06,0,1,1
17190,"Community","Community",1168,0,"West Philadelphia",0,0,0,1,0,0,0,0,0,0,,2016-06-08T00:00:00Z,215.65,45400,46,-75.2281599621,39.9431901918,3.19279693558559e-05,0,1,1
14434,"Community","Community",1143,0,"Northwest Philadelphia",0,0,0,0,0,0,0,0,0,0,,,261.75,30000,27,-75.1730321586,39.9845494438,1.70354320837019e-05,0,1,1
3058,"Community","Community",602,0,"South Philadelphia",0,0,0,0,0,0,0,0,0,0,,,1068.43,76300,17,-75.1728626974,39.9306419895,2.8845370237892e-05,0,1,1
7790,"Community","Community",200,0,"Northwest Philadelphia",0,1,1,0,0,0,1,0,1618.89,2626.33,2015-09-02,,2493.94,178100,19.5,-75.1550115001,40.0487210046,2.32781376447302e-05,0,2,0
17290,"Community","Community",651,0,"West Philadelphia",0,1,1,1,0,0,1,1,600,1012.92,2015-09-02,2016-02-24T00:00:00Z,976.01,69700,2,-75.2427000692,39.963454461,3.47792419156615e-05,0,1,1
800,"Community","Community",167,0,"Northeast Philadelphia",0,0,1,0,0,0,1,0,0,3022.03,2015-12-24,,2782.4,198700,28,-75.0570751867,40.0924878723,9.73586276648056e-07,0,1,1
13608,"Community","Community",800,0,"West Philadelphia",0,0,0,1,0,0,0,0,0,0,,2016-02-19T00:00:00Z,732.36,52300,6,-75.2350662709,39.9539377042,3.53133821739039e-05,0,1,1
1168,"Community","Community",435,0,"West Philadelphia",0,0,1,0,0,0,0,0,0,150,2015-12-09,,1443.71,103100,34,-75.2004692554,39.96148724,1.93650433310162e-05,0,1,1
17717,"Community","Community",660,0,"Northwest Philadelphia",0,0,1,0,0,0,0,0,0,538.4,2015-12-24,,1419.91,101400,34,-75.1703781595,39.9988270422,1.79471078864421e-05,1,3,0
18526,"Community","Community",840,0,"Northwest Philadelphia",0,0,1,0,0,0,0,0,0,366.56,2015-12-09,,684.04,85800,49,-75.1594927854,40.0545661307,1.39593782844632e-05,0,1,1
12299,"Community","Community",618,0,"West Philadelphia",0,0,1,0,0,0,0,0,0,570,2015-10-13,,1039.02,104200,44,-75.2423121515,39.9822213122,1.57568757715238e-05,0,1,1
12873,"Community","Community",264,0,"Northwest Philadelphia",0,0,0,1,0,0,0,1,0,0,,2016-02-27T00:00:00Z,2118.65,151300,16,-75.14814776,40.0621862793,1.18367749502886e-05,0,1,1
15025,"Community","Community",542,0,"Northeast Philadelphia",1,1,1,1,1,1,1,1,1183.48,1183.48,2015-07-01,2016-05-11T00:00:00Z,1183.48,187000,18,-74.99389971,40.1005848537,7.05552032582641e-07,0,1,1
11645,"Community","Community",249,0,"West Philadelphia",1,1,1,1,0,1,1,0,3481.12,3481.12,2015-06-17,2015-08-04T00:00:00Z,3437.74,275500,25,-75.2225320382,39.9742021942,1.36200510009818e-05,1,3,0
5885,"Community","Community",727,0,"North Philadelphia",0,1,1,1,0,0,1,1,600,874.86,2015-08-10,2016-03-16T00:00:00Z,844.38,60300,29,-75.1241234687,39.9819894908,2.09843109852637e-05,0,1,1
9422,"Community","Community",316,0,"Northeast Philadelphia",1,1,1,1,1,1,1,1,1867.79,1867.79,2015-06-24,2016-02-20T00:00:00Z,1867.79,133900,12,-75.0726375088,40.001352993,9.0372125780899e-06,0,1,1
20547,"Community","Community",676,0,"Northwest Philadelphia",1,1,1,1,0,0,0,0,745,856.65,2015-06-11,2016-07-08T00:00:00Z,930.52,103700,29,-75.1652147394,40.0225064991,1.42832468592564e-05,0,1,1
16237,"Community","Community",1104,0,"Northwest Philadelphia",0,0,0,0,0,0,0,0,0,0,,,315.07,22500,1,-75.1822409804,39.9934321068,2.32778683378301e-05,0,1,1
555,"Community","Community",630,0,"West Philadelphia",1,1,1,1,1,1,1,0,1028.37,1013.82,2015-07-09,2015-07-09T00:00:00Z,1013.82,72400,67,-75.2426445273,39.9680920622,2.93230555300961e-05,0,1,1
3553,"Community","Community",392,0,"North Philadelphia",0,0,1,1,0,0,0,0,0,700,2015-12-08,2016-04-06T00:00:00Z,1582.34,113000,9,-75.1554394902,39.9771205085,6.22126489340617e-06,0,1,1
10684,"Community","Community",664,0,"Northwest Philadelphia",0,1,1,0,0,1,1,0,978.1,978.1,2015-08-28,,950.8,67900,6,-75.1669891064,40.0070329773,1.28331627504032e-05,0,1,1
6009,"Community","Community",878,0,"Northwest Philadelphia",0,1,1,1,0,1,1,1,653.99,653.99,2015-07-30,2016-01-14T00:00:00Z,635.74,45400,3,-75.1780575676,39.9785624601,2.18795889359475e-05,0,1,1
16012,"Community","Community",711,0,"West Philadelphia",0,1,1,0,0,0,1,0,600,914.44,2015-09-09,,866.79,61900,11,-75.2223258484,39.9222744577,1.21670185624321e-05,0,1,1
13080,"Community","Community",677,0,"Northeast Philadelphia",0,0,0,0,0,0,0,0,0,0,,,929.8,66400,7,-75.0785512689,40.0163313942,2.0914976034733e-05,0,1,1
