"owner_id","treat7","treat8","rand_id","holdout","azavea_section","ever_paid_jul","ever_paid_sep","ever_paid_dec","ever_paid_jul16","paid_full_jul","paid_full_sep","paid_full_dec","paid_full_jul16","total_paid_sep","total_paid_dec","earliest_pmt_dec","earliest_pmt_jul16","total_due","assessed_mv","tenure","x_lon","y_lat","kde","flag_holdout_overlap","N","unq_own"
14067,"Reminder","Reminder",1056,0,"Center City",0,0,1,1,0,0,1,1,0,399.79,2015-10-23,2016-03-31T00:00:00Z,378.08,27000,8,-75.1455563259,39.9531615893,1.15647583679643e-05,0,1,1
6677,"Reminder","Reminder",29,0,"Northeast Philadelphia",1,1,1,1,1,1,1,1,8806.48,8806.48,2015-07-02,2016-05-27T00:00:00Z,8681.86,620000,10,-75.0127796813,40.1266459166,1.78503447333081e-06,0,1,1
19597,"Reminder","Reminder",115,0,"Northeast Philadelphia",1,1,1,1,0,0,1,1,2600,3641.02,2015-07-08,2016-04-06T00:00:00Z,3535.76,252500,2,-75.0104479974,40.1329425706,1.69675160156427e-06,0,1,1
8396,"Reminder","Reminder",904,0,"Northwest Philadelphia",0,1,1,0,0,1,1,0,620.76,620.76,2015-09-23,,595.13,42500,2,-75.1675188753,39.96994536,1.33297890106735e-05,0,1,1
9444,"Reminder","Reminder",1331,0,"Center City",0,1,1,1,0,1,1,1,22.75,22.75,2015-09-18,2016-04-06T00:00:00Z,22.75,113200,8,-75.1749809703,39.9412917978,2.26456078450534e-05,0,1,1
4731,"Reminder","Reminder",4,0,"North Philadelphia",0,0,0,0,0,0,0,0,0,0,,,29489.47,2617100,1,-75.1333389555,40.0151165163,2.39195168467986e-05,0,2,0
2437,"Reminder","Reminder",176,0,"North Philadelphia",1,1,1,1,1,1,1,1,2688.58,2688.58,2015-06-22,2016-05-11T00:00:00Z,2688.58,192000,2,-75.1246437924,39.9853650643,2.09843109852637e-05,0,1,1
18717,"Reminder","Reminder",231,0,"South Philadelphia",0,0,1,0,0,0,1,0,0,2398.3,2015-10-13,,2299.29,164200,1,-75.1708179304,39.9364676322,2.86215879624648e-05,0,1,1
8626,"Reminder","Reminder",47,0,"West Philadelphia",1,1,1,0,1,1,1,0,6405.25,6405.25,2015-06-10,,6359.5,663400,1,-75.2287526974,39.9219511115,1.82898211012051e-05,0,1,1
20250,"Reminder","Reminder",1155,0,"Northeast Philadelphia",0,0,0,0,0,0,0,0,0,0,,,238.05,17000,12,-75.0057729623,40.0552653207,2.54025525279475e-06,0,1,1
8526,"Reminder","Reminder",1109,0,"Center City",1,1,1,1,1,1,1,1,309,309,2015-06-26,2016-01-12T00:00:00Z,308.07,820000,10,-75.1643136366,39.9516485902,9.33665480610142e-06,0,1,1
7682,"Reminder","Reminder",633,0,"South Philadelphia",0,0,1,0,0,0,1,0,0,1080.58,2015-12-07,,1008.22,72000,8,-75.1749867354,39.9346811891,3.8049511406633e-05,0,1,1
16432,"Reminder","Reminder",59,0,"West Philadelphia",1,1,1,1,1,1,1,1,5521.38,5442.13,2015-06-08,2015-06-08T00:00:00Z,5521.38,394300,2,-75.2076560569,39.951505725,6.07635693029142e-06,0,1,1
7713,"Reminder","Reminder",79,0,"North Philadelphia",1,1,1,1,0,0,1,1,3100,4622,2015-06-15,2015-10-01T00:00:00Z,4531.9,486000,3,-75.1459549522,39.963896354,8.06741354291089e-06,0,1,1
3089,"Reminder","Reminder",750,0,"North Philadelphia",1,1,1,1,1,1,1,1,17325.65,17325.65,2015-06-08,2016-03-18T00:00:00Z,17577.96,1255300,17,-75.154577628,39.9605960714,7.73358137678771e-06,1,3,0
9066,"Reminder","Reminder",82,0,"Northwest Philadelphia",0,0,0,0,0,0,0,0,0,0,,,4441.75,317200,12,-75.1708474935,40.0227837374,1.42832468592564e-05,0,1,1
3540,"Reminder","Reminder",1090,0,"North Philadelphia",0,0,0,0,1,1,1,1,0,0,,,333.22,1671600,4,-75.1472980265,39.9630176299,5.77445212557615e-06,0,1,1
2593,"Reminder","Reminder",126,0,"West Philadelphia",0,1,1,0,0,0,0,0,1000,3187.61,2015-08-11,,3331.05,240800,9,-75.2208313845,39.9489283007,1.8576407372243e-05,0,1,1
1450,"Reminder","Reminder",1193,0,"Northeast Philadelphia",1,1,1,1,1,1,1,1,170.68,170.68,2015-06-12,2016-04-01T00:00:00Z,170.68,1218900,4,-75.0279910462,40.0286760743,3.33180350366163e-06,0,1,1
11290,"Reminder","Reminder",56,0,"West Philadelphia",0,0,0,0,0,0,0,0,0,0,,,5685.22,406000,43,-75.1972739542,39.9616241482,1.40861601943102e-05,0,1,1
14874,"Reminder","Reminder",758,0,"West Philadelphia",0,0,1,1,0,0,0,0,0,400,2015-11-13,2016-04-12T00:00:00Z,793.53,66600,45,-75.2272505396,39.9540547178,2.99613698627543e-05,0,1,1
745,"Reminder","Reminder",716,0,"West Philadelphia",0,0,1,1,0,0,1,1,0,921.49,2015-11-20,2016-02-27T00:00:00Z,859.78,91400,12,-75.2469112994,39.9108345895,8.9530330591408e-06,0,1,1
17811,"Reminder","Reminder",422,0,"Northwest Philadelphia",0,0,1,1,0,0,1,1,0,1603.16,2015-11-09,2016-05-26T00:00:00Z,1484.32,106000,9,-75.169501716,40.0211151512,1.42832468592564e-05,0,1,1
5588,"Reminder","Reminder",698,0,"Northwest Philadelphia",1,1,1,1,1,1,1,1,887.79,887.79,2015-06-16,2016-03-30T00:00:00Z,887.79,63400,6,-75.1593878172,40.0278522587,1.36186568282459e-05,0,1,1
6976,"Reminder","Reminder",657,0,"South Philadelphia",0,0,0,0,0,0,0,0,0,0,,,962.01,98700,3,-75.1811981164,39.938795425,2.35642787960313e-05,0,1,1
7961,"Reminder","Reminder",35,0,"Northwest Philadelphia",1,1,1,1,0,0,0,0,1345.69,1345.69,2015-06-23,2016-03-23T00:00:00Z,7742.26,552900,1,-75.1625752529,40.02716515,1.3621112817256e-05,0,2,0
1424,"Reminder","Reminder",1239,0,"South Philadelphia",1,1,1,1,1,1,1,1,200.24,200.24,2015-06-12,2016-02-29T00:00:00Z,200.24,14300,11.5,-75.2006802301,39.9392172323,6.47941559075985e-06,1,2,0
12705,"Reminder","Reminder",764,0,"North Philadelphia",0,0,0,0,0,0,0,0,0,0,,,785.57,56100,3,-75.1415633066,40.0076787939,2.57629966066851e-05,0,1,1
8041,"Reminder","Reminder",838,0,"North Philadelphia",0,0,0,1,0,0,0,1,0,0,,2016-06-30T00:00:00Z,687.55,49100,4,-75.1336157963,39.9939674862,2.92029554727667e-05,0,1,1
14361,"Reminder","Reminder",415,0,"Northeast Philadelphia",1,1,1,1,0,0,0,1,990,1540,2015-06-08,2016-02-10T00:00:00Z,1511.31,118800,3,-75.0723840846,40.0154571325,1.74006334714461e-05,0,1,1
12397,"Reminder","Reminder",1210,0,"Northwest Philadelphia",0,0,1,1,0,0,1,1,0,148.58,2015-12-01,2016-06-10T00:00:00Z,138.63,9900,8,-75.1766731819,40.0376889109,8.32295349556116e-06,0,1,1
12144,"Reminder","Reminder",430,0,"Northwest Philadelphia",0,1,1,1,0,0,1,1,1461.91,1524.87,2015-09-14,2016-04-07T00:00:00Z,1461.91,104400,8,-75.1664918641,39.9852358413,1.53408371864946e-05,0,1,1
8683,"Reminder","Reminder",497,0,"Northwest Philadelphia",0,0,0,0,0,0,0,0,0,0,,,1286.87,91900,15,-75.172177405,40.0035464912,2.57120314587936e-05,0,3,0
15450,"Reminder","Reminder",1010,0,"Northwest Philadelphia",0,0,1,0,0,0,1,0,0,463.46,2015-11-02,,438.29,31300,2,-75.1486150848,40.022867523,2.26060254201739e-05,0,1,1
3956,"Reminder","Reminder",1336,0,"West Philadelphia",0,0,0,1,0,0,0,1,0,0,,2016-02-28T00:00:00Z,21.06,169500,11,-75.2449291495,39.9693754494,1.65894111221066e-05,0,1,1
8089,"Reminder","Reminder",355,0,"West Philadelphia",0,1,1,1,0,1,1,0,2935.74,2935.74,2015-09-04,2016-06-02T00:00:00Z,2853.81,203800,15,-75.2353325521,39.9559729882,2.11901551599269e-05,1,2,0
11735,"Reminder","Reminder",946,0,"Northwest Philadelphia",0,1,1,1,0,1,1,1,438,558.36,2015-09-14,2016-02-29T00:00:00Z,535.68,60000,13,-75.1725403528,40.0069186958,8.71306765195997e-06,0,1,1
6399,"Reminder","Reminder",1268,0,"Northeast Philadelphia",1,1,1,1,0,1,1,1,1925.58,1925.58,2015-06-04,2016-01-28T00:00:00Z,57.77,173700,37,-74.9692599324,40.0819907592,2.04778500258471e-06,0,1,1
7423,"Reminder","Reminder",128,0,"Northwest Philadelphia",0,0,1,1,0,0,0,1,0,3131.58,2015-12-31,2016-03-30T00:00:00Z,3272.5,263700,35,-75.2415461006,40.0741189658,2.58190451506292e-07,0,1,1
14371,"Reminder","Reminder",73,0,"Center City",0,0,1,1,0,0,1,1,0,5235.77,2015-12-23,2015-12-23T00:00:00Z,4820.6,384800,10,-75.15254715,39.943544,1.28620892595494e-05,0,1,1
15005,"Reminder","Reminder",1134,0,"Northwest Philadelphia",0,0,1,0,0,0,1,0,0,299.62,2015-12-28,,275.86,19700,23,-75.1828770455,39.9957448698,2.32778683378301e-05,0,1,1
5448,"Reminder","Reminder",1103,0,"North Philadelphia",0,0,0,1,0,0,0,1,0,0,,2016-05-10T00:00:00Z,315.67,35700,28,-75.1182226755,39.9994378784,3.57108920403124e-05,0,1,1
18195,"Reminder","Reminder",528,0,"Northeast Philadelphia",1,1,1,1,1,1,1,1,1214.06,1214.06,2015-06-15,2016-01-07T00:00:00Z,1214.06,86700,9,-75.090570356,40.0331401714,1.21933401756821e-05,0,1,1
7253,"Reminder","Reminder",136,0,"Northeast Philadelphia",1,1,1,1,0,1,1,1,3150.68,3150.68,2015-07-14,2015-10-07T00:00:00Z,3150.68,225000,38,-74.9964694644,40.073867315,3.18633388784085e-06,0,1,1
2662,"Reminder","Reminder",941,0,"Northwest Philadelphia",1,1,1,1,0,0,0,0,150,150,2015-06-24,2016-04-29T00:00:00Z,540.52,38600,22,-75.1728001851,39.999759103,2.57120314587936e-05,0,1,1
21157,"Reminder","Reminder",602,0,"West Philadelphia",0,0,0,0,0,0,0,0,0,0,,,1068.73,77100,12,-75.2407572419,39.9454230649,2.09912756630289e-05,0,1,1
15417,"Reminder","Reminder",464,0,"Northeast Philadelphia",0,1,1,0,0,1,1,0,1404.56,1404.56,2015-08-31,,1365.37,98500,2,-75.0791972536,40.039322925,7.19482284656047e-06,0,1,1
11049,"Reminder","Reminder",1178,0,"South Philadelphia",0,1,1,1,0,1,1,1,203.19,203.19,2015-07-30,2016-05-27T00:00:00Z,200.32,119300,42,-75.181706174,39.929796091,3.38313044732752e-05,0,1,1
11660,"Reminder","Reminder",407,0,"Northwest Philadelphia",0,1,1,1,0,0,1,1,525.3,1590.02,2015-09-15,2016-02-18T00:00:00Z,1531.93,139400,36,-75.1579967262,40.0700758552,1.35401491155588e-05,0,1,1
6927,"Reminder","Reminder",218,0,"Northwest Philadelphia",1,1,1,1,1,1,1,1,2376.31,2376.31,2015-06-26,2016-03-09T00:00:00Z,2376.31,169700,13,-75.1704949209,40.0253086971,1.42832468592564e-05,0,1,1
21124,"Reminder","Reminder",17,0,"North Philadelphia",0,1,1,1,0,1,1,1,12423.11,12423.11,2015-08-03,2016-03-14T00:00:00Z,12163.9,1032000,23,-75.1229050221,39.990777936,2.24989287099507e-05,0,1,1
6902,"Reminder","Reminder",705,0,"Northwest Philadelphia",0,1,1,0,0,1,1,0,912.88,912.88,2015-09-04,,875.19,92500,2,-75.1554864448,40.0461655077,2.17509913841603e-05,0,1,1
15268,"Reminder","Reminder",746,0,"West Philadelphia",0,1,1,0,0,0,0,0,812.17,812.17,2015-08-03,,812.17,58000,16,-75.207174251,39.9990150621,2.77751844520542e-06,0,1,1
8149,"Reminder","Reminder",1024,0,"Center City",0,1,1,1,0,1,1,1,432.15,432.15,2015-09-21,2016-06-17T00:00:00Z,420.09,30000,4,-75.1742312253,39.9506589353,1.95361171525902e-05,0,1,1
13693,"Reminder","Reminder",1063,0,"Northwest Philadelphia",1,1,1,1,1,1,1,1,374.99,374.99,2015-07-15,2016-04-12T00:00:00Z,369.68,56400,54,-75.1600107393,40.048924081,1.9502347773544e-05,0,1,1
16950,"Reminder","Reminder",1344,0,"Northeast Philadelphia",1,1,1,1,1,1,1,1,19.51,19.51,2015-06-23,2016-03-30T00:00:00Z,19.51,169300,3,-75.0213924763,40.0594000123,3.35180643904555e-06,0,1,1
1801,"Reminder","Reminder",892,0,"West Philadelphia",0,0,1,0,0,0,1,0,0,666.15,2015-12-18,,613.33,73800,34,-75.2365699065,39.9544769844,3.53133821739039e-05,0,1,1
12512,"Reminder","Reminder",145,0,"North Philadelphia",0,1,1,1,0,0,0,0,1677.03,2416.16,2015-09-15,2015-09-15T00:00:00Z,3031.65,216500,2,-75.1312342468,39.9842730651,1.79995819893872e-05,0,2,0
11623,"Reminder","Reminder",854,0,"Northwest Philadelphia",0,0,0,1,0,0,0,0,0,0,,2016-03-07T00:00:00Z,665.14,47500,15.5,-75.175172818,39.990035968,2.23979545070455e-05,0,2,0
3953,"Reminder","Reminder",790,0,"North Philadelphia",1,1,1,1,0,0,0,0,747.76,747.76,2015-07-06,2016-06-13T00:00:00Z,747.76,53400,12,-75.1015986071,39.9995447144,2.22837644272065e-05,0,1,1
13258,"Reminder","Reminder",1313,0,"Northeast Philadelphia",0,0,0,1,1,1,1,1,0,0,,2016-02-18T00:00:00Z,29.59,147200,4,-75.0736482493,40.0355775948,7.86792938755211e-06,0,1,1
13131,"Reminder","Reminder",961,0,"Northwest Philadelphia",0,1,1,1,0,0,1,1,522.71,522.71,2015-08-28,2016-02-08T00:00:00Z,515.31,36800,4,-75.1812316897,39.9791689332,2.67481650848775e-05,0,1,1
11482,"Reminder","Reminder",106,0,"Center City",1,1,1,1,1,1,1,1,3757.07,3724.07,2015-06-22,2015-07-08T00:00:00Z,3724.07,286900,8.5,-75.1841606156,39.9406434044,2.6092933379248e-05,0,2,0
13908,"Reminder","Reminder",41,0,"South Philadelphia",0,0,0,0,0,0,0,0,0,0,,,6949.69,496300,10,-75.1559274645,39.9354037943,1.76404645469644e-05,0,3,0
14439,"Reminder","Reminder",501,0,"North Philadelphia",0,0,1,1,0,0,1,1,0,1365.73,2015-11-03,2016-06-28T00:00:00Z,1274.27,91000,16,-75.1411803085,39.97531206,2.16028937121615e-05,0,1,1
10842,"Reminder","Reminder",936,0,"Northwest Philadelphia",0,0,0,0,0,0,0,0,0,0,,,547.52,39100,4,-75.170305771,39.9945183003,2.93899133742466e-05,0,1,1
16825,"Reminder","Reminder",160,0,"Northwest Philadelphia",0,1,1,1,0,1,1,1,2886.57,2886.57,2015-07-23,2016-02-25T00:00:00Z,2845.72,212900,26,-75.2130160189,40.030159728,5.13307299268952e-06,0,1,1
19628,"Reminder","Reminder",449,0,"Northeast Philadelphia",0,1,1,0,0,0,0,0,80,308.78,2015-09-15,,1405.37,133600,14,-75.0622013516,40.0401783564,5.04315779636638e-06,0,1,1
16627,"Reminder","Reminder",102,0,"Northwest Philadelphia",0,0,0,0,0,0,0,0,0,0,,,3856.43,275400,7,-75.1654543363,39.9971619696,2.93899133742466e-05,0,1,1
999,"Reminder","Reminder",1008,0,"West Philadelphia",0,0,0,0,0,0,0,0,0,0,,,442.49,61600,21,-75.2402108589,39.9488350023,2.09912756630289e-05,0,1,1
5610,"Reminder","Reminder",439,0,"Northwest Philadelphia",1,1,1,1,0,1,1,1,2444.13,2444.13,2015-06-05,2016-03-01T00:00:00Z,1433.05,249600,24.5,-75.1703013845,40.0395687398,1.18271805129009e-05,0,2,0
15251,"Reminder","Reminder",855,0,"Northwest Philadelphia",1,1,1,1,1,1,1,0,663.74,663.74,2015-06-08,2016-02-10T00:00:00Z,663.74,77400,36,-75.1505326521,40.0213237802,2.26060254201739e-05,0,1,1
2464,"Reminder","Reminder",727,0,"Northwest Philadelphia",0,0,0,0,0,0,0,0,0,0,,,842.98,60200,3,-75.1409862511,40.0359141137,1.17427832741749e-05,0,1,1
9944,"Reminder","Reminder",1260,0,"South Philadelphia",0,1,1,1,0,1,1,1,66.55,66.55,2015-08-11,2016-04-15T00:00:00Z,66.55,331100,62,-75.1464133901,39.9314695518,7.79104617312095e-06,0,1,1
13551,"Reminder","Reminder",118,0,"South Philadelphia",1,1,1,1,0,0,1,1,1900,3567.69,2015-06-08,2016-01-25T00:00:00Z,3466.67,291700,18,-75.1823734634,39.922918932,1.67764241730835e-05,0,1,1
3576,"Reminder","Reminder",276,0,"West Philadelphia",1,1,1,1,0,0,1,1,1500,2119.18,2015-07-01,2016-01-29T00:00:00Z,2054.24,146700,4,-75.2237250215,39.9503275981,1.60992580651788e-05,0,1,1
12042,"Reminder","Reminder",934,0,"Northwest Philadelphia",0,1,1,1,0,1,1,1,567.56,567.56,2015-08-28,2016-03-01T00:00:00Z,551.72,39400,5,-75.1586845125,40.0200913974,1.14580668416981e-05,0,1,1
20645,"Reminder","Reminder",734,0,"Center City",1,1,1,1,1,1,1,1,843.94,843.94,2015-07-13,2016-02-23T00:00:00Z,832,793700,7,-75.1668313226,39.9427433414,1.93156761270661e-05,0,1,1
11398,"Reminder","Reminder",1321,0,"South Philadelphia",1,1,1,0,0,0,0,0,893.82,893.82,2015-06-05,,26.42,144500,14,-75.1694506302,39.9186299327,1.3177204794834e-05,0,1,1
11778,"Reminder","Reminder",513,0,"Northwest Philadelphia",0,1,1,1,0,1,1,1,1284.93,1284.93,2015-08-24,2016-03-08T00:00:00Z,1249.07,119200,12,-75.1707563598,40.0206574396,6.21358514596866e-06,0,1,1
14994,"Reminder","Reminder",40,0,"Northeast Philadelphia",0,0,1,0,0,0,0,0,0,2296.22,2015-12-04,,7035.11,532400,19,-75.0278720355,40.092469263,5.910988388463e-06,0,2,0
5756,"Reminder","Reminder",336,0,"Northeast Philadelphia",1,1,1,1,1,1,1,1,1776.98,1776.98,2015-06-19,2016-05-02T00:00:00Z,1776.98,126900,14,-75.0400786039,40.0281830006,1.01052668086813e-05,0,1,1
6010,"Reminder","Reminder",385,0,"North Philadelphia",0,1,1,1,0,0,1,1,900,1668,2015-09-21,2016-03-31T00:00:00Z,1599.14,114200,11,-75.1323309083,40.0342079248,1.41182059776863e-05,0,1,1
15082,"Reminder","Reminder",269,0,"Northeast Philadelphia",1,1,1,0,1,1,1,0,2121.94,2121.94,2015-07-21,,2091.91,1493900,7,-75.0700524601,40.0015242797,9.0372125780899e-06,0,1,1
20834,"Reminder","Reminder",98,0,"Northwest Philadelphia",1,1,1,1,0,0,0,1,3916.64,3916.64,2015-07-13,2016-03-02T00:00:00Z,3916.64,279700,97,-75.1466727328,40.0324125688,7.49759490522211e-06,0,1,1
8478,"Reminder","Reminder",275,0,"North Philadelphia",0,0,0,0,0,0,0,0,0,0,,,2059.84,177100,11,-75.1307633411,39.9779730058,2.0711773648387e-05,0,2,0
21064,"Reminder","Reminder",549,0,"North Philadelphia",1,1,1,1,1,1,1,0,1183.19,1166.45,2015-07-13,2015-07-13T00:00:00Z,1166.45,83300,55,-75.114273895,40.0251738315,1.77613429694435e-05,0,1,1
13645,"Reminder","Reminder",94,0,"Northwest Philadelphia",0,0,1,1,0,0,1,1,0,5400.11,2015-11-04,2016-04-06T00:00:00Z,4051.34,394700,21,-75.199996484,40.0429491879,1.20031208557045e-06,0,1,1
1372,"Reminder","Reminder",1255,0,"West Philadelphia",0,1,1,1,0,1,1,1,71.76,71.76,2015-09-15,2016-01-19T00:00:00Z,71.76,178500,19,-75.2513522556,39.9729393219,6.72051568680755e-06,0,1,1
7211,"Reminder","Reminder",1110,0,"Northwest Philadelphia",0,0,0,0,0,0,0,0,0,0,,,306.67,21900,13,-75.1806099971,39.9934788624,2.32778683378301e-05,0,1,1
16516,"Reminder","Reminder",232,0,"Northwest Philadelphia",0,0,1,1,0,0,1,1,0,2388.17,2015-10-01,2015-12-31T00:00:00Z,2289.57,170100,19,-75.16700195,40.00490235,1.28331627504032e-05,0,1,1
9973,"Reminder","Reminder",1165,0,"North Philadelphia",1,1,1,1,1,1,1,1,219.85,219.85,2015-06-29,2016-02-19T00:00:00Z,219.85,45700,28,-75.1483577233,40.0144268727,1.85855640825859e-05,0,1,1
12161,"Reminder","Reminder",1362,0,"North Philadelphia",0,1,1,1,1,1,1,1,14.59,14.59,2015-07-22,2016-04-14T00:00:00Z,14.59,72600,5,-75.1268109934,39.9865832488,2.41050666548453e-05,0,1,1
10615,"Reminder","Reminder",772,0,"Northeast Philadelphia",0,0,1,0,0,0,1,0,0,817.35,2015-11-05,,772.97,85200,14,-75.0772271787,40.0204468601,1.44130896000479e-05,0,1,1
5928,"Reminder","Reminder",1072,0,"Northwest Philadelphia",0,0,1,1,0,0,1,1,0,373.19,2015-10-01,2016-01-14T00:00:00Z,357.78,255500,7,-75.1985254312,40.0125918017,2.11544569899894e-06,0,1,1
17907,"Reminder","Reminder",405,0,"Northeast Philadelphia",0,1,1,1,0,0,0,1,417.49,1629.06,2015-09-21,2016-04-06T00:00:00Z,1537.53,109800,55,-75.0774088444,39.9955136263,2.81198491086212e-06,0,1,1
3392,"Reminder","Reminder",1216,0,"North Philadelphia",1,1,1,1,0,0,0,0,65,65,2015-07-08,2016-03-15T00:00:00Z,128.83,9200,10,-75.1438568549,39.9876975049,2.47113742886607e-05,0,1,1
9665,"Reminder","Reminder",1259,0,"Northwest Philadelphia",1,1,1,1,1,1,1,1,68.12,68.12,2015-07-13,2016-05-09T00:00:00Z,68.12,338900,7,-75.1818929023,40.0275855954,5.48681733228103e-06,0,1,1
5427,"Reminder","Reminder",399,0,"North Philadelphia",1,1,1,0,0,0,0,0,798.26,1625.22,2015-07-17,,1558.54,111300,25,-75.137225947,40.0171458703,2.39195168467986e-05,0,2,0
116,"Reminder","Reminder",157,0,"West Philadelphia",1,1,1,1,0,1,1,1,2924.36,2924.36,2015-06-12,2016-01-11T00:00:00Z,2880.42,205700,15,-75.2437123368,39.9515764222,2.8814103510148e-05,0,3,0
8917,"Reminder","Reminder",1025,0,"North Philadelphia",0,0,0,0,0,0,0,0,0,0,,,420.09,51600,2,-75.142389746,40.0039416054,2.57629966066851e-05,0,1,1
6441,"Reminder","Reminder",359,0,"West Philadelphia",0,0,0,0,0,0,0,0,0,0,,,1687.36,120500,8,-75.2346848086,39.9714354684,2.7143069981168e-05,0,2,0
1729,"Reminder","Reminder",451,0,"Northwest Philadelphia",0,1,1,1,0,0,1,1,1460,1460,2015-09-11,2016-02-12T00:00:00Z,1400.3,1e+05,27,-75.1388907547,40.0263609518,2.00814497115541e-05,0,1,1
10372,"Reminder","Reminder",80,0,"Northeast Philadelphia",0,0,0,0,0,0,0,0,0,0,,,4505.01,325000,13,-75.0731683911,40.0676775208,2.172334105335e-06,0,1,1
9891,"Reminder","Reminder",340,0,"Northeast Philadelphia",0,1,1,1,0,0,1,1,1781.18,1806.39,2015-08-06,2015-10-06T00:00:00Z,1755.98,155400,11,-75.06649746,40.0013625701,3.28773025515882e-06,0,1,1
8033,"Reminder","Reminder",877,0,"Northwest Philadelphia",1,1,1,1,1,1,1,1,936.03,936.03,2015-06-05,2016-03-11T00:00:00Z,636.03,111300,42,-75.1623770373,40.0601622158,1.40285938006859e-05,0,1,1
16985,"Reminder","Reminder",283,0,"Northeast Philadelphia",0,0,0,0,0,0,0,0,0,0,,,2019.23,174200,17,-75.0599177336,40.0230919338,8.45978788258351e-06,0,1,1
4538,"Reminder","Reminder",1174,0,"North Philadelphia",1,1,1,1,1,1,1,0,207.94,207.94,2015-06-15,2015-07-16T00:00:00Z,206.69,105600,29,-75.152791944,39.9760451174,1.02004690291742e-05,0,1,1
19219,"Reminder","Reminder",345,0,"North Philadelphia",0,0,1,0,0,0,1,0,0,1812.6,2015-10-01,,1737.77,124100,13,-75.1403469596,40.0607775354,3.75925509184385e-06,0,1,1
8852,"Reminder","Reminder",396,0,"Northwest Philadelphia",0,0,0,0,0,0,0,0,0,0,,,1566.94,141900,16,-75.16263766,40.0620270577,1.40285938006859e-05,0,1,1
17112,"Reminder","Reminder",781,0,"North Philadelphia",1,1,1,1,0,0,1,1,520,782,2015-06-09,2016-02-23T00:00:00Z,761.76,54400,24,-75.1263532713,40.0018859614,2.89615230661849e-05,0,1,1
19083,"Reminder","Reminder",747,0,"West Philadelphia",0,0,0,1,0,0,0,1,0,0,,2016-03-22T00:00:00Z,810.77,57900,36,-75.2445184471,39.9516765265,2.8814103510148e-05,0,1,1
1364,"Reminder","Reminder",869,0,"North Philadelphia",0,0,0,0,0,0,0,0,0,0,,,645.55,46100,11,-75.1435447295,39.9708947503,2.16028937121615e-05,0,6,0
15503,"Reminder","Reminder",598,0,"North Philadelphia",0,1,1,1,0,1,1,1,1104.86,1104.86,2015-08-17,2016-06-17T00:00:00Z,1074.03,76700,16,-75.1178309903,40.0203670985,1.77613429694435e-05,0,1,1
4086,"Reminder","Reminder",986,0,"Northwest Philadelphia",0,0,0,1,0,0,0,0,0,0,,2016-01-28T00:00:00Z,474.7,33900,57,-75.1701776439,39.9949977666,2.93899133742466e-05,0,1,1
21407,"Reminder","Reminder",1319,0,"South Philadelphia",1,1,1,1,1,1,1,1,27.26,27.26,2015-07-03,2016-01-29T00:00:00Z,27.26,67800,9,-75.1809979676,39.9315567403,3.50094311794634e-05,0,1,1
5027,"Reminder","Reminder",973,0,"Northwest Philadelphia",0,1,1,1,1,1,1,1,502.82,502.82,2015-07-22,2016-01-29T00:00:00Z,495.71,35400,19,-75.1756068016,39.9774645183,2.18795889359475e-05,0,1,1
14171,"Reminder","Reminder",724,0,"Northwest Philadelphia",1,1,1,1,0,1,1,1,879.12,879.12,2015-07-16,2016-01-14T00:00:00Z,848.58,90600,17,-75.1480413862,40.048769006,1.59699530331251e-05,0,1,1
4755,"Reminder","Reminder",65,0,"North Philadelphia",0,1,1,1,0,0,1,0,4980.3,6322.77,2015-08-17,2016-07-01T00:00:00Z,6089.9,434900,12,-75.1050084938,39.9945338027,1.63207507292266e-05,1,5,0
17555,"Reminder","Reminder",1002,0,"Center City",0,0,1,1,0,0,1,1,0,476.7,2015-10-19,2016-05-09T00:00:00Z,450.81,234800,10,-75.1522062322,39.9557519337,5.68985001291811e-06,0,1,1
11095,"Reminder","Reminder",849,0,"West Philadelphia",0,1,1,1,0,0,1,1,650,691.44,2015-08-11,2016-03-09T00:00:00Z,672.14,48000,22,-75.2231756783,39.9348183645,2.61669354515672e-05,0,1,1
18344,"Reminder","Reminder",470,0,"Northwest Philadelphia",0,1,1,0,0,1,1,0,1406.56,1406.56,2015-09-11,,1348.49,96300,18,-75.1684182755,40.0377359689,1.13868603280586e-05,0,1,1
14594,"Reminder","Reminder",1088,0,"Northwest Philadelphia",0,0,1,0,0,0,0,0,0,121.16,2015-11-13,,334.67,23900,5,-75.1742214785,39.9941108146,2.83424096006069e-05,0,1,1
514,"Reminder","Reminder",958,0,"North Philadelphia",0,0,1,1,0,0,0,0,0,497.14,2015-12-31,2015-12-31T00:00:00Z,519.51,67100,26,-75.1249070616,40.026179316,1.30099903828321e-05,0,1,1
6905,"Reminder","Reminder",1079,0,"North Philadelphia",0,0,1,0,0,0,1,0,0,363.69,2015-10-06,,348.67,24900,7,-75.1260377731,40.0033394703,1.10502981079513e-05,0,1,1
4811,"Reminder","Reminder",63,0,"Northeast Philadelphia",1,1,1,0,0,0,1,0,6192.92,6384.97,2015-07-08,,6221.54,444300,4,-75.089654758,40.0087195924,1.72056724762689e-05,1,7,0
19785,"Reminder","Reminder",765,0,"Northwest Philadelphia",0,0,0,0,0,0,0,0,0,0,,,782.77,55900,10,-75.158731417,40.0473312011,2.42223188102782e-05,0,1,1
